student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
2041,10.1,82.4,4.5,67.3,C
2042,12.1,76.2,10.0,67.0,C
2043,11.3,94.0,5.2,75.6,B
2044,16.1,76.9,4.2,74.5,B
2045,9.2,94.6,6.5,79.9,B
2046,22.8,62.2,8.6,100.0,A
2047,15.0,84.6,5.7,94.1,A
2048,14.9,75.8,9.3,85.0,A
2049,12.7,97.4,6.5,79.1,B
2050,16.1,81.8,6.0,94.7,A
2051,20.8,89.0,5.0,100.0,A
2052,8.9,77.9,1.8,73.4,B
2053,10.4,100.0,3.6,82.2,B
2054,12.9,71.2,4.8,76.2,B
2055,5.6,88.1,3.8,64.1,C
2056,9.3,88.2,2.7,63.3,C
2057,11.7,95.5,3.5,81.5,B
2058,21.1,97.1,6.7,83.2,B
2059,16.8,87.9,5.8,83.6,B
2060,16.4,100.0,7.3,95.6,A
2061,21.0,86.7,4.3,100.0,A
2062,14.0,89.7,7.0,79.6,B
2063,17.7,100.0,7.7,89.1,A
2064,14.3,75.0,3.6,93.4,A
2065,16.9,82.9,4.0,92.5,A
2066,10.9,82.0,9.2,77.1,B
2067,0.0,93.4,7.0,50.2,D
2068,14.1,91.2,9.2,82.5,B
2069,25.0,84.6,4.9,100.0,A
2070,21.5,91.6,1.6,98.9,A
2071,21.8,84.0,4.9,100.0,A
2072,23.7,88.0,6.2,100.0,A
2073,15.6,90.3,4.5,73.9,B
2074,16.4,60.0,4.2,95.4,A
2075,10.7,92.4,3.9,75.7,B
2076,12.8,82.4,4.9,87.0,A
2077,19.3,91.4,5.1,100.0,A
2078,23.4,68.5,1.1,100.0,A
2079,14.0,88.6,9.4,97.5,A
2080,11.8,80.5,3.1,69.6,C
2081,15.0,89.0,7.3,100.0,A
2082,19.2,86.1,4.3,100.0,A
2083,4.9,74.2,6.0,87.6,A
2084,0.0,77.9,5.2,51.2,D
2085,11.1,90.0,5.6,65.3,C
2086,6.5,83.8,7.5,69.2,C
2087,11.4,85.6,3.9,63.1,C
2088,14.0,60.5,5.0,71.5,B
2089,11.8,84.1,7.3,77.2,B
2090,25.2,88.8,6.6,87.9,A
2091,17.3,100.0,8.4,95.7,A
2092,17.1,88.6,7.7,100.0,A
2093,19.4,78.0,4.5,100.0,A
2094,7.0,92.8,8.0,78.4,B
2095,22.3,98.7,5.2,96.5,A
2096,14.5,95.5,6.2,86.0,A
2097,19.7,80.7,7.6,100.0,A
2098,7.5,97.1,5.1,60.6,C
2099,4.1,82.0,5.8,64.5,C
2100,20.7,76.0,4.3,99.1,A
2101,17.6,98.9,6.2,100.0,A
2102,8.7,85.8,10.0,64.3,C
2103,8.9,74.9,3.6,63.4,C
2104,22.9,86.8,6.9,100.0,A
2105,6.7,75.7,6.7,76.9,B
2106,26.5,81.7,5.4,100.0,A
2107,8.7,95.7,4.8,85.1,A
2108,19.5,83.3,8.2,100.0,A
2109,12.7,80.9,7.1,79.5,B
2110,19.2,98.8,3.3,83.0,B
2111,11.2,74.3,5.7,89.6,A
2112,13.9,89.7,4.3,84.3,B
2113,15.3,79.7,3.9,93.6,A
2114,8.0,83.5,7.5,76.9,B
2115,20.2,79.8,9.5,100.0,A
2116,11.4,65.3,5.5,100.0,A
2117,13.4,94.2,5.6,87.6,A
2118,8.0,72.7,7.9,76.7,B
2119,0.0,79.8,2.7,14.6,F
2120,13.7,82.1,1.0,91.3,A
2121,31.9,81.8,4.9,100.0,A
2122,20.5,71.7,8.9,100.0,A
2123,14.9,83.0,6.6,65.2,C
2124,13.2,85.0,5.9,80.3,B
2125,15.2,87.5,6.7,88.3,A
2126,18.8,82.0,5.7,100.0,A
2127,6.7,87.1,8.1,73.3,B
2128,22.8,86.8,6.7,100.0,A
2129,20.0,82.6,8.6,100.0,A
2130,20.0,99.6,7.1,92.6,A
2131,18.1,64.5,8.6,100.0,A
2132,15.1,74.6,5.0,98.2,A
2133,19.7,89.8,6.0,95.8,A
2134,19.1,83.1,10.0,98.9,A
2135,12.5,76.3,6.3,89.6,A
2136,11.0,100.0,4.1,83.4,B
2137,15.7,97.2,6.8,95.4,A
2138,25.8,69.6,2.7,100.0,A
2139,6.3,82.7,3.7,69.2,C
2140,4.7,90.7,8.8,68.1,C
2141,16.2,86.9,5.9,92.6,A
2142,15.4,78.8,3.8,82.7,B
2143,16.2,87.8,7.6,78.5,B
2144,16.7,72.9,3.2,79.5,B
2145,13.4,92.3,3.6,85.0,A
2146,25.4,94.0,8.7,100.0,A
2147,3.8,90.2,4.6,55.2,C
2148,9.2,91.3,8.4,77.3,B
2149,14.3,92.0,8.4,79.6,B
2150,3.5,82.6,3.2,46.1,D
2151,13.8,91.6,6.1,90.6,A
2152,26.6,88.0,9.8,100.0,A
2153,15.1,88.5,8.2,87.5,A
2154,16.6,85.4,4.9,90.3,A
2155,6.2,93.6,7.8,62.9,C
2156,10.7,76.0,5.1,74.4,B
2157,12.4,72.5,4.8,87.9,A
2158,12.8,77.7,6.9,83.4,B
2159,24.0,99.3,9.5,100.0,A
2160,18.9,76.9,4.3,100.0,A
2161,7.2,86.7,7.3,59.0,C
2162,16.7,88.6,3.5,100.0,A
2163,18.5,100.0,7.7,92.5,A
2164,23.0,71.9,7.7,93.8,A
2165,26.1,79.3,8.2,100.0,A
2166,7.9,78.0,6.3,75.0,B
2167,9.3,81.3,5.6,55.1,C
2168,6.2,84.3,4.8,85.7,A
2169,13.4,97.8,6.6,72.3,B
2170,18.3,78.1,6.2,93.3,A
2171,21.9,100.0,7.8,100.0,A
2172,14.5,86.9,2.7,75.9,B
2173,12.8,71.4,3.0,88.8,A
2174,16.1,72.7,9.0,99.1,A
2175,9.2,100.0,4.0,57.4,C
2176,29.6,93.9,6.1,100.0,A
2177,3.7,72.3,8.3,63.0,C
2178,16.3,69.0,9.5,93.2,A
2179,29.2,100.0,2.9,100.0,A
2180,15.0,79.1,2.5,88.9,A
2181,13.7,91.3,3.0,86.8,A
2182,12.5,83.6,6.8,84.8,B
2183,13.7,80.5,6.9,80.2,B
2184,24.6,94.4,4.5,100.0,A
2185,0.0,74.9,5.3,50.4,D
2186,25.7,96.2,10.0,100.0,A
2187,5.0,91.3,5.1,65.3,C
2188,13.1,65.4,6.3,96.0,A
2189,12.0,92.0,9.8,72.6,B
2190,19.1,91.7,4.2,94.7,A
2191,3.8,85.1,10.0,45.2,D
2192,18.2,100.0,6.0,92.4,A
2193,29.2,89.1,7.4,100.0,A
2194,5.5,100.0,5.4,61.9,C
2195,16.3,85.1,7.2,72.5,B
2196,10.4,96.6,4.0,62.7,C
2197,18.0,100.0,9.8,93.8,A
2198,15.1,72.0,9.8,77.2,B
2199,10.5,98.5,6.9,69.5,C
2200,18.4,96.8,1.8,100.0,A
2201,27.6,90.0,6.5,99.2,A
2202,13.7,74.0,6.4,91.2,A
2203,20.0,84.0,4.7,100.0,A
2204,5.9,87.8,7.1,71.9,B
2205,8.3,97.4,9.0,55.2,C
2206,18.3,91.9,5.2,100.0,A
2207,25.4,95.6,6.5,100.0,A
2208,17.5,77.0,7.0,81.8,B
2209,12.8,75.6,8.9,93.3,A
2210,15.0,67.0,5.0,85.1,A
2211,6.2,88.8,7.6,82.9,B
2212,19.2,77.1,5.3,100.0,A
2213,21.2,69.9,2.5,89.7,A
2214,11.8,73.0,5.6,82.2,B
2215,11.7,76.9,8.9,67.0,C
2216,16.9,100.0,3.8,92.0,A
2217,11.9,86.7,7.9,83.5,B
2218,14.5,91.3,8.5,91.4,A
2219,29.7,88.7,7.5,100.0,A
2220,13.3,87.7,8.3,77.4,B
2221,12.5,67.7,6.8,94.2,A
2222,10.5,83.4,8.7,76.7,B
2223,20.2,86.8,4.6,95.9,A
2224,13.7,80.0,5.4,74.7,B
2225,10.5,80.7,7.0,73.8,B
2226,24.2,81.3,6.3,97.7,A
2227,24.9,83.7,2.3,100.0,A
2228,10.8,100.0,7.2,91.1,A
2229,1.9,78.1,5.1,65.2,C
2230,22.1,89.0,4.0,99.5,A
2231,10.2,75.8,5.7,75.9,B
2232,20.5,63.4,7.8,94.6,A
2233,1.2,96.8,3.3,65.2,C
2234,21.2,75.3,5.7,99.5,A
2235,6.5,71.4,6.0,67.5,C
2236,20.1,79.7,9.3,100.0,A
2237,15.1,95.6,7.5,86.4,A
2238,8.3,87.9,4.4,73.9,B
2239,12.2,100.0,5.2,86.1,A
2240,19.8,95.1,5.8,95.4,A
2241,15.7,71.4,9.8,78.6,B
2242,19.1,80.5,7.2,100.0,A
2243,28.8,76.6,8.2,100.0,A
2244,4.1,72.7,2.6,64.8,C
2245,26.3,95.9,3.9,100.0,A
2246,15.7,68.8,10.0,89.1,A
2247,8.7,82.5,2.3,79.8,B
2248,5.7,91.4,5.5,42.3,D
2249,13.7,71.5,6.0,67.3,C
2250,21.5,86.7,3.0,100.0,A
2251,14.1,93.7,6.6,68.8,C
2252,25.6,65.5,8.8,99.4,A
2253,4.8,93.1,5.9,66.3,C
2254,14.9,82.8,3.2,85.6,A
2255,6.2,80.9,5.9,80.8,B
2256,17.5,93.5,2.0,100.0,A
2257,21.2,100.0,3.4,100.0,A
2258,12.1,70.5,7.8,76.6,B
2259,0.0,95.4,4.4,34.9,F
2260,16.4,90.5,8.1,77.9,B
2261,18.1,81.9,5.2,82.4,B
2262,17.8,87.4,6.3,82.0,B
2263,23.7,78.4,8.5,100.0,A
2264,7.5,71.1,4.4,55.3,C
2265,19.8,100.0,6.1,85.8,A
2266,23.3,100.0,3.2,100.0,A
2267,2.5,98.3,9.3,63.7,C
2268,17.2,74.4,4.2,88.3,A
2269,11.5,88.0,5.3,90.4,A
2270,14.4,100.0,5.2,89.8,A
2271,17.4,75.8,6.7,100.0,A
2272,11.6,84.2,7.4,90.1,A
2273,10.3,84.9,8.2,68.5,C
2274,15.2,82.0,7.0,87.4,A
2275,7.4,69.4,8.4,86.4,A
2276,7.4,80.3,6.9,56.5,C
2277,19.8,91.3,7.7,88.6,A
2278,7.0,95.2,4.0,87.0,A
2279,19.7,91.4,3.0,100.0,A
2280,18.2,83.7,6.6,100.0,A
2281,2.9,89.5,5.6,58.5,C
2282,10.3,100.0,6.5,72.3,B
2283,23.4,99.1,5.9,93.5,A
2284,8.1,96.1,4.3,83.9,B
2285,11.7,93.6,5.2,70.8,B
2286,18.2,95.7,7.0,100.0,A
2287,20.5,66.7,4.3,98.8,A
2288,13.2,71.5,6.1,100.0,A
2289,10.8,86.1,4.9,85.5,A
2290,25.0,80.8,7.1,100.0,A
2291,27.2,95.3,8.5,100.0,A
2292,21.9,81.4,7.6,100.0,A
2293,15.6,62.4,6.3,97.1,A
2294,9.3,78.8,7.1,89.1,A
2295,9.2,91.3,4.8,81.9,B
2296,18.7,93.7,4.9,93.9,A
2297,17.9,80.0,4.0,98.3,A
2298,24.8,66.8,4.2,100.0,A
2299,19.6,90.6,1.8,100.0,A
2300,4.5,88.6,6.1,35.2,F
2301,22.4,88.3,5.8,100.0,A
2302,8.0,88.3,2.9,77.0,B
2303,12.3,79.9,6.3,76.9,B
2304,16.8,79.8,5.1,86.0,A
2305,29.0,81.3,5.6,100.0,A
2306,36.8,81.0,8.5,100.0,A
2307,19.2,81.9,9.4,92.6,A
2308,13.7,100.0,5.7,74.3,B
2309,18.7,78.1,6.6,91.8,A
2310,21.2,90.1,3.9,96.7,A
2311,12.8,79.6,3.9,77.5,B
2312,27.6,93.5,3.8,100.0,A
2313,16.6,74.8,3.7,100.0,A
2314,18.5,100.0,5.5,100.0,A
2315,19.7,98.4,9.3,100.0,A
2316,18.0,88.3,7.4,99.7,A
2317,20.9,80.0,5.9,97.6,A
2318,10.7,67.2,6.0,80.1,B
2319,11.1,88.0,4.6,88.4,A
2320,7.3,85.7,6.1,66.3,C
2321,18.1,76.7,3.7,100.0,A
2322,20.5,85.9,6.5,100.0,A
2323,18.2,68.6,6.1,100.0,A
2324,26.7,100.0,3.4,97.2,A
2325,15.0,83.2,10.0,100.0,A
2326,19.7,100.0,6.4,100.0,A
2327,7.4,66.1,4.5,69.8,C
2328,12.3,82.7,6.6,73.9,B
2329,19.9,68.5,7.5,100.0,A
2330,20.9,75.0,4.8,100.0,A
2331,12.9,96.6,3.5,89.9,A
2332,14.5,100.0,7.2,89.8,A
2333,4.4,91.9,8.0,66.9,C
2334,12.5,79.6,5.4,90.0,A
2335,21.2,88.7,6.2,98.7,A
2336,19.0,86.9,6.7,94.9,A
2337,18.5,92.0,5.9,85.2,A
2338,15.3,83.1,8.3,90.5,A
2339,15.0,73.4,5.6,96.5,A
2340,10.4,79.4,10.0,84.3,B
2341,19.9,81.3,4.0,95.8,A
2342,17.9,89.0,4.6,85.4,A
2343,18.4,82.1,7.8,98.8,A
2344,11.3,95.9,4.7,91.8,A
2345,0.0,88.2,5.4,24.3,F
2346,22.7,94.9,6.4,100.0,A
2347,11.6,80.9,8.5,65.9,C
2348,9.0,67.2,7.3,69.6,C
2349,19.9,87.2,4.7,100.0,A
2350,12.3,67.5,6.9,85.8,A
2351,22.4,94.0,6.7,100.0,A
2352,19.3,93.4,7.8,98.9,A
2353,19.8,81.2,9.3,100.0,A
2354,5.4,92.5,6.1,83.6,B
2355,23.5,94.8,1.2,100.0,A
2356,16.8,81.4,7.3,81.7,B
2357,12.4,87.5,8.5,80.4,B
2358,16.0,73.3,7.6,100.0,A
2359,2.6,96.8,5.4,61.8,C
2360,17.9,69.7,6.0,100.0,A
2361,7.8,78.3,8.3,78.7,B
2362,5.5,93.1,7.9,66.4,C
2363,4.3,83.7,6.4,63.9,C
2364,22.8,98.7,7.4,100.0,A
2365,10.6,100.0,6.7,54.7,D
2366,25.7,75.3,2.0,100.0,A
2367,11.2,66.6,6.2,63.4,C
2368,3.0,100.0,5.7,53.2,D
2369,7.2,89.3,7.1,74.1,B
2370,23.7,100.0,7.3,100.0,A
2371,13.9,100.0,8.1,91.2,A
2372,11.2,92.0,2.8,77.5,B
2373,16.1,93.5,7.4,89.1,A
2374,18.5,92.7,7.0,100.0,A
2375,22.8,92.2,7.2,100.0,A
2376,25.1,80.0,7.9,100.0,A
2377,12.5,97.9,4.0,97.1,A
2378,5.7,85.7,6.0,60.5,C
2379,12.1,90.0,3.9,82.6,B
2380,16.8,86.3,8.1,93.4,A
2381,8.3,93.9,3.7,73.6,B
2382,8.3,90.3,2.9,80.8,B
2383,17.4,87.8,6.1,74.2,B
2384,14.7,75.5,9.5,77.9,B
2385,15.2,81.9,2.4,98.8,A
2386,9.7,86.0,6.3,80.2,B
2387,13.4,79.8,5.8,80.4,B
2388,8.5,90.7,6.2,87.6,A
2389,21.2,92.5,4.3,100.0,A
2390,22.2,62.8,4.8,91.7,A
2391,2.1,72.9,6.3,46.2,D
2392,8.5,76.0,4.7,83.6,B
2393,4.5,80.6,2.3,54.9,D
2394,10.4,80.2,6.6,67.6,C
2395,14.4,81.7,1.8,86.6,A
2396,4.9,86.5,6.8,44.0,D
2397,8.5,89.2,5.4,71.4,B
2398,8.0,91.9,8.2,87.5,A
2399,16.5,79.7,5.1,100.0,A
2400,15.5,75.6,5.0,97.6,A
2401,9.9,98.5,5.8,75.4,B
2402,16.2,99.6,4.6,84.1,B
2403,11.2,71.3,7.0,83.3,B
2404,13.1,83.1,7.5,92.9,A
2405,26.7,100.0,6.0,100.0,A
2406,24.4,85.4,5.0,100.0,A
2407,5.9,68.2,8.9,63.3,C
2408,20.8,74.3,6.1,96.1,A
2409,20.7,82.4,6.3,94.3,A
2410,7.0,76.2,6.7,73.8,B
2411,20.7,92.1,5.6,96.9,A
2412,25.8,86.8,3.3,100.0,A
2413,7.1,87.5,2.9,57.7,C
2414,8.6,70.9,4.7,70.3,B
2415,22.1,71.9,5.8,100.0,A
2416,16.9,81.2,6.5,86.7,A
2417,18.9,80.3,6.8,96.8,A
2418,17.4,88.7,2.7,100.0,A
2419,17.7,87.5,7.5,100.0,A
2420,5.7,93.2,6.8,72.2,B
2421,22.3,86.5,6.7,99.8,A
2422,23.2,84.9,6.0,100.0,A
2423,13.4,83.4,3.5,87.2,A
2424,14.7,84.0,5.6,84.7,B
2425,4.3,86.8,4.5,56.1,C
2426,18.6,92.0,6.7,96.9,A
2427,19.0,93.3,3.6,100.0,A
2428,14.6,88.4,9.8,87.8,A
2429,22.9,78.6,9.8,100.0,A
2430,12.7,75.1,6.7,79.5,B
2431,19.0,77.2,7.9,99.5,A
2432,7.9,86.9,9.3,79.6,B
2433,14.8,93.6,9.2,94.9,A
2434,13.8,63.9,7.9,73.8,B
2435,16.6,69.1,4.9,88.1,A
2436,12.4,100.0,8.0,67.6,C
2437,14.1,84.1,5.4,100.0,A
2438,20.8,86.9,2.8,100.0,A
2439,11.9,71.1,6.4,84.7,B
2440,3.8,76.6,4.2,67.7,C
2441,27.2,81.0,4.0,100.0,A
2442,24.7,74.3,9.4,99.6,A
2443,6.0,68.7,7.1,53.9,D
2444,19.8,93.4,5.8,98.4,A
2445,11.5,85.0,10.0,81.2,B
2446,16.8,80.1,7.2,99.7,A
2447,17.1,93.0,5.7,100.0,A
2448,13.4,93.0,6.8,89.9,A
2449,9.5,100.0,6.9,87.0,A
2450,10.2,84.9,5.2,73.1,B
2451,8.6,75.9,8.2,61.1,C
2452,9.2,80.9,4.4,69.2,C
2453,14.5,99.8,6.0,83.2,B
2454,10.0,77.8,4.0,68.4,C
2455,19.8,80.1,3.6,100.0,A
2456,25.4,96.4,4.3,100.0,A
2457,10.9,83.7,7.7,62.6,C
2458,16.7,100.0,4.7,67.9,C
2459,18.5,98.6,4.9,97.5,A
2460,18.3,90.5,5.8,90.6,A
2461,15.5,92.4,4.7,72.0,B
2462,20.2,80.5,6.9,100.0,A
2463,18.4,80.8,4.3,100.0,A
2464,6.3,98.5,4.4,77.2,B
2465,21.1,93.9,4.9,100.0,A
2466,21.2,96.2,7.7,100.0,A
2467,9.7,88.6,4.6,73.5,B
2468,15.3,84.5,4.5,85.0,A
2469,19.8,78.6,6.7,75.2,B
2470,13.5,91.2,2.4,64.0,C
2471,22.5,73.5,3.4,100.0,A
2472,31.5,95.8,8.1,100.0,A
2473,9.5,84.5,7.9,81.5,B
2474,5.3,93.9,4.6,60.9,C
2475,17.1,95.6,6.4,76.5,B
2476,20.1,80.0,8.7,87.3,A
2477,13.4,87.9,6.2,74.0,B
2478,25.2,87.3,5.8,100.0,A
2479,5.6,76.4,4.8,74.9,B
2480,19.9,99.9,6.2,96.9,A
2481,10.8,90.2,4.6,88.5,A
2482,27.0,78.4,4.6,100.0,A
2483,28.9,85.8,3.9,100.0,A
2484,9.6,76.1,9.1,82.0,B
2485,11.2,100.0,8.1,81.2,B
2486,21.0,89.9,1.8,100.0,A
2487,12.3,86.3,5.5,95.0,A
2488,14.7,78.3,8.6,87.5,A
2489,15.2,100.0,2.9,95.0,A
2490,1.6,85.8,6.0,61.9,C
2491,14.9,96.8,6.0,78.3,B
2492,10.2,87.3,5.4,73.3,B
2493,11.5,90.3,4.2,94.1,A
2494,25.1,82.7,8.8,100.0,A
2495,6.2,83.0,2.3,72.9,B
2496,20.7,90.4,7.8,100.0,A
2497,13.0,69.2,5.2,97.9,A
2498,13.0,79.6,7.8,85.8,A
2499,20.5,83.9,7.2,100.0,A
2500,17.4,100.0,7.7,98.0,A
2501,19.0,86.3,6.0,100.0,A
2502,21.8,100.0,6.9,93.7,A
2503,12.7,67.7,9.3,81.1,B
2504,10.7,75.9,5.5,76.6,B
2505,7.4,92.1,5.7,61.7,C
2506,9.2,71.3,10.0,69.9,C
2507,35.6,81.4,8.8,100.0,A
2508,23.7,88.3,6.8,100.0,A
2509,5.5,78.4,5.2,71.4,B
2510,5.7,83.9,5.8,58.7,C
2511,18.4,75.5,6.3,100.0,A
2512,18.8,96.3,9.3,100.0,A
2513,18.8,80.6,5.1,81.5,B
2514,13.2,69.9,8.1,99.8,A
2515,14.1,77.0,7.7,70.3,B
2516,17.3,66.1,6.0,88.4,A
2517,15.6,71.7,6.7,100.0,A
2518,0.0,85.5,7.8,34.4,F
2519,13.4,86.9,8.4,81.7,B
2520,9.0,80.4,9.4,66.9,C
2521,16.2,90.3,7.2,100.0,A
2522,35.9,98.7,6.1,100.0,A
2523,17.6,89.8,4.1,92.9,A
2524,12.8,80.0,1.6,83.7,B
2525,21.5,87.6,3.9,100.0,A
2526,18.4,84.1,6.3,99.0,A
2527,17.9,92.1,5.5,100.0,A
2528,19.2,88.9,5.5,82.7,B
2529,29.4,79.5,7.1,100.0,A
2530,7.1,75.0,5.9,74.5,B
2531,18.3,88.8,3.4,98.3,A
2532,8.5,94.5,7.0,76.0,B
2533,18.9,99.1,5.1,87.2,A
2534,8.6,83.8,5.3,71.0,B
2535,12.1,88.9,7.1,84.1,B
2536,12.9,98.4,7.0,93.2,A
2537,21.8,94.0,4.6,100.0,A
2538,21.4,81.6,4.9,100.0,A
2539,6.3,88.8,9.8,63.7,C
2540,15.4,85.1,2.2,85.6,A
2541,10.0,79.9,8.0,79.9,B
2542,6.2,80.7,6.0,59.4,C
2543,13.5,85.7,8.3,83.2,B
2544,12.8,79.3,5.8,90.3,A
2545,32.0,81.0,5.0,100.0,A
2546,18.0,95.7,4.2,89.6,A
2547,5.4,69.2,10.0,49.3,D
2548,11.0,85.4,5.9,86.4,A
2549,22.1,83.8,4.1,100.0,A
2550,29.6,74.9,4.1,100.0,A
2551,3.9,86.9,5.2,66.1,C
2552,1.8,79.9,7.1,36.0,F
2553,28.1,95.0,4.2,100.0,A
2554,17.7,87.7,4.5,100.0,A
2555,8.9,90.7,8.2,74.3,B
2556,18.7,69.2,2.7,98.5,A
2557,0.0,72.4,5.5,48.9,D
2558,15.0,100.0,6.9,98.0,A
2559,17.3,89.7,7.1,95.4,A
2560,21.5,78.6,4.1,100.0,A
2561,7.9,100.0,5.8,65.7,C
2562,15.6,84.8,5.1,98.1,A
2563,8.5,80.7,5.0,87.8,A
2564,16.8,80.3,6.6,82.1,B
2565,8.7,70.9,5.2,59.2,C
2566,12.1,90.8,7.0,99.2,A
2567,8.0,94.6,8.0,55.2,C
2568,19.6,97.1,4.2,92.1,A
2569,21.0,76.7,2.9,89.2,A
2570,13.4,85.3,6.5,76.8,B
2571,15.3,79.0,4.0,100.0,A
2572,4.9,85.0,5.6,71.1,B
2573,12.9,79.7,9.4,92.4,A
2574,14.6,70.9,3.5,76.7,B
2575,33.3,100.0,3.4,100.0,A
2576,7.2,85.6,6.3,72.6,B
2577,25.2,91.6,6.2,100.0,A
2578,22.0,100.0,6.1,91.0,A
2579,17.0,86.5,4.0,90.2,A
2580,27.3,100.0,3.2,100.0,A
2581,17.6,91.5,9.5,100.0,A
2582,17.7,61.1,6.4,100.0,A
2583,14.6,80.0,6.5,79.5,B
2584,23.6,67.2,6.8,100.0,A
2585,22.7,80.6,8.1,100.0,A
2586,10.6,73.9,10.0,53.1,D
2587,5.8,94.8,6.8,52.5,D
2588,13.6,84.5,9.1,73.7,B
2589,9.4,76.8,5.0,81.5,B
2590,14.6,95.4,4.1,94.6,A
2591,23.7,82.4,7.2,100.0,A
2592,11.8,89.0,5.9,75.4,B
2593,14.7,73.5,4.3,100.0,A
2594,15.4,81.3,3.5,89.3,A
2595,20.9,92.4,7.0,100.0,A
2596,0.0,100.0,6.0,61.6,C
2597,10.8,85.5,7.3,82.2,B
2598,16.5,90.0,7.6,97.3,A
2599,23.4,100.0,6.2,100.0,A
2600,11.6,66.9,4.4,78.6,B
2601,1.9,83.8,6.1,56.0,C
2602,19.3,90.6,4.6,95.2,A
2603,10.6,79.6,3.1,88.4,A
2604,6.7,78.6,5.6,55.3,C
2605,10.6,65.5,7.4,67.7,C
2606,13.7,97.7,2.8,68.7,C
2607,10.8,68.1,5.1,68.5,C
2608,0.0,89.4,6.6,43.8,D
2609,21.3,88.0,2.7,100.0,A
2610,23.9,76.3,8.5,98.1,A
2611,19.6,78.0,8.2,88.6,A
2612,7.0,93.7,8.1,83.7,B
2613,13.6,87.3,5.6,94.6,A
2614,15.0,81.5,6.0,65.0,C
2615,19.2,80.8,3.5,84.3,B
2616,19.7,76.7,4.3,98.4,A
2617,9.9,92.5,6.7,66.5,C
2618,15.6,94.3,4.7,73.6,B
2619,18.2,87.8,5.9,100.0,A
2620,25.2,93.1,7.3,100.0,A
2621,19.9,81.8,4.3,76.5,B
2622,20.5,88.2,5.8,97.6,A
2623,15.6,75.9,6.0,86.9,A
2624,24.9,85.0,5.0,100.0,A
2625,17.9,98.2,6.5,90.3,A
2626,9.0,83.5,5.4,71.0,B
2627,24.8,87.0,4.8,100.0,A
2628,19.9,84.4,5.7,88.0,A
2629,11.9,94.1,5.2,73.0,B
2630,11.6,84.0,9.1,81.2,B
2631,17.1,75.5,9.1,89.9,A
2632,18.2,83.1,10.0,99.2,A
2633,16.4,95.7,6.9,81.8,B
2634,17.2,83.8,8.7,100.0,A
2635,26.9,85.7,5.9,100.0,A
2636,22.5,76.4,4.7,100.0,A
2637,16.3,66.0,0.7,87.7,A
2638,21.6,95.2,5.2,100.0,A
2639,7.8,75.3,4.1,74.9,B
2640,17.8,95.7,5.1,84.8,B
2641,27.7,85.9,3.3,100.0,A
2642,13.5,78.7,7.2,88.6,A
2643,9.1,75.4,10.0,59.1,C
2644,10.4,100.0,4.3,78.5,B
2645,7.4,88.3,6.1,64.9,C
2646,9.5,91.5,9.0,82.8,B
2647,12.4,93.1,4.7,61.1,C
2648,5.2,80.4,2.4,64.3,C
2649,15.1,82.7,8.1,92.1,A
2650,21.3,88.5,10.0,100.0,A
2651,8.6,72.2,5.2,71.3,B
2652,25.6,61.8,4.3,100.0,A
2653,18.6,88.9,5.1,92.3,A
2654,22.2,89.4,3.4,100.0,A
2655,10.4,98.8,5.8,64.5,C
2656,21.0,97.0,4.8,94.7,A
2657,7.4,83.3,6.0,47.3,D
2658,21.2,90.7,6.6,98.6,A
2659,16.2,68.1,6.7,78.6,B
2660,18.9,69.1,5.0,100.0,A
2661,6.8,92.0,5.9,73.3,B
2662,8.7,86.5,4.6,66.7,C
2663,19.2,100.0,2.9,100.0,A
2664,8.4,95.4,3.6,73.0,B
2665,18.2,100.0,5.2,92.9,A
2666,5.4,83.9,3.4,56.5,C
2667,20.9,89.8,4.8,94.3,A
2668,6.4,86.5,3.2,50.1,D
2669,18.9,92.1,0.6,100.0,A
2670,19.4,89.5,7.3,98.9,A
2671,10.1,78.6,7.1,82.1,B
2672,19.1,70.4,8.1,93.1,A
2673,16.8,92.1,4.7,78.0,B
2674,11.2,85.0,6.3,83.3,B
2675,7.9,86.8,8.9,62.8,C
2676,1.3,100.0,8.0,69.0,C
2677,17.4,93.5,1.0,90.5,A
2678,4.0,82.4,8.4,73.6,B
2679,15.7,85.8,5.7,92.5,A
2680,13.2,98.1,6.2,85.3,A
2681,19.8,88.6,9.0,100.0,A
2682,12.9,93.0,6.6,74.7,B
2683,12.7,75.0,6.8,90.1,A
2684,20.1,80.8,4.1,100.0,A
2685,17.3,81.7,6.7,89.9,A
2686,17.2,91.4,4.5,99.2,A
2687,18.3,98.4,4.9,88.1,A
2688,4.3,92.9,7.6,79.4,B
2689,20.3,92.2,4.6,100.0,A
2690,19.3,88.9,5.4,74.6,B
2691,7.9,100.0,4.1,76.9,B
2692,13.3,91.2,4.3,73.1,B
2693,14.7,81.6,5.0,81.2,B
2694,14.1,83.0,2.6,99.9,A
2695,17.3,77.8,7.7,100.0,A
2696,25.0,80.7,8.3,100.0,A
2697,22.6,77.5,3.7,100.0,A
2698,5.8,75.5,6.3,63.4,C
2699,19.4,89.2,6.0,100.0,A
2700,24.3,92.5,7.1,100.0,A
2701,17.7,73.8,4.6,96.4,A
2702,22.6,82.7,3.2,95.0,A
2703,29.1,74.5,3.7,100.0,A
2704,22.2,95.2,6.2,100.0,A
2705,16.7,77.9,5.3,100.0,A
